Country name,Regional indicator,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect
Portugal,Western Europe,5.476214285714286,10.373142857142856,0.8781428571428572,71.61142857142856,0.8314285714285715,-0.18264285714285713,0.9187142857142857,0.6959285714285715,0.3271428571428571
Qatar,Middle East and North Africa,6.5691999999999995,11.5076,0.8606,67.188,0.9008,0.1292,0.184,0.7454000000000001,0.3104
Romania,Central and Eastern Europe,5.569714285714285,10.050714285714287,0.7855714285714285,65.96392857142857,0.7397857142857143,-0.15457142857142858,0.9521428571428572,0.6457857142857143,0.2982142857142857
Russia,Commonwealth of Independent States,5.518125,10.13625,0.901,62.2939375,0.6721874999999999,-0.22143749999999998,0.9025,0.6395625,0.1769375
Rwanda,Sub-Saharan Africa,3.636,7.468384615384616,0.6142307692307692,57.88,0.8701538461538461,0.01676923076923077,0.18453846153846154,0.7266538461538462,0.22165384615384615
Saudi Arabia,Middle East and North Africa,6.535375,10.743625,0.8648125,65.1951875,0.733375,-0.09962499999999999,0.5137499999999999,0.7351875,0.2680625
Senegal,Sub-Saharan Africa,4.487799999999999,7.979533333333333,0.7478666666666667,57.233466666666665,0.6834,-0.05793333333333333,0.8216666666666667,0.7378666666666667,0.22036666666666666
Serbia,Central and Eastern Europe,5.304714285714286,9.667928571428572,0.8299285714285715,67.2,0.5867142857142857,-0.07514285714285715,0.894,0.5344285714285715,0.3465
Sierra Leone,Sub-Saharan Africa,4.091846153846154,7.361230769230769,0.6784615384615384,46.17007692307693,0.706076923076923,0.07423076923076923,0.856153846153846,0.5453076923076924,0.3888076923076923
Singapore,Southeast Asia,6.4951428571428576,11.340357142857142,0.8832142857142857,75.47235714285715,0.8492142857142857,0.06257142857142857,0.09557142857142857,0.7182857142857142,0.1620714285714286
Slovakia,Central and Eastern Europe,6.084461538461539,10.266923076923076,0.9304615384615385,68.00776923076923,0.6781538461538462,-0.08346153846153846,0.9160769230769231,0.7146538461538461,0.2678846153846154
Slovenia,Central and Eastern Europe,6.082714285714286,10.455214285714286,0.9301428571428572,70.14285714285714,0.9165714285714286,-0.027071428571428573,0.8395714285714285,0.6431428571428571,0.28285714285714286
Somalia,Middle East and North Africa,5.183333333333334,9.1235,0.6013333333333333,49.9,0.9196666666666666,-0.147,0.43566666666666665,0.8753333333333333,0.19566666666666666
Somaliland region,Middle East and North Africa,4.909,9.1235,0.82075,61.9985,0.7955,-0.147,0.41875,0.768,0.11725
South Africa,Sub-Saharan Africa,4.8781875,9.431000000000001,0.8670625,53.28775,0.7449375,-0.11225,0.8438749999999999,0.781,0.2260625
South Korea,East Asia,5.8730625,10.5191875,0.79225,72.3,0.6356875,-0.054,0.794375,0.6616875,0.2270625
South Sudan,Middle East and North Africa,3.402,9.1235,0.5547500000000001,50.410000000000004,0.49375,-0.147,0.7495,0.60025,0.486
Spain,Western Europe,6.5085625,10.5440625,0.939375,73.40125,0.778,-0.0860625,0.79725,0.7141875,0.3154375
Sri Lanka,South Asia,4.309642857142857,9.244714285714284,0.8287857142857142,66.47135714285714,0.8149285714285713,0.17300000000000001,0.8218571428571428,0.8109999999999999,0.21578571428571428
Sudan,Middle East and North Africa,4.3786000000000005,8.1998,0.8416,54.33200000000001,0.5486,-0.021200000000000004,0.7258,0.6212,0.252
Suriname,Latin America and Caribbean,6.269,9.797,0.797,62.24,0.885,-0.077,0.751,0.764,0.25
Swaziland,Sub-Saharan Africa,4.44575,9.03375,0.78625,48.316,0.64025,-0.15525,0.76025,0.8109999999999999,0.25875000000000004
Sweden,Western Europe,7.3690625,10.8225625,0.9283125,72.14750000000001,0.9305625,0.1440625,0.2605,0.8194374999999999,0.1803125
Switzerland,Western Europe,7.550363636363636,11.097363636363637,0.9434545454545454,73.4309090909091,0.9241818181818182,0.09899999999999999,0.30463636363636365,0.8037727272727273,0.1905
Syria,Middle East and North Africa,4.017,8.594714285714286,0.6715714285714285,61.26,0.5651428571428572,0.13271428571428573,0.6961428571428572,0.5085714285714286,0.47442857142857137
Taiwan Province of China,East Asia,6.340357142857143,10.754857142857144,0.8697857142857143,69.33714285714287,0.7220714285714286,-0.00392857142857143,0.7867142857142857,0.8348571428571427,0.11535714285714285
Tajikistan,Commonwealth of Independent States,4.9715625,7.872125,0.7716875,62.923812500000004,0.7813125,-0.0115,0.6709375,0.6653125,0.2028125
Tanzania,Sub-Saharan Africa,3.6926875,7.7111875,0.7599375,54.4124375,0.7215,0.1355625,0.7558125,0.72425,0.2076875
Thailand,Southeast Asia,6.0810625,9.658125,0.8898125,66.1438125,0.8776875,0.3755625,0.9085625,0.8489375,0.18325
Togo,Sub-Saharan Africa,3.6102,7.2515,0.4673,53.045399999999994,0.6229,-0.0245,0.8000999999999999,0.5654,0.4206
Trinidad and Tobago,Latin America and Caribbean,6.2814,10.25,0.8814,62.54,0.8318,0.0898,0.9269999999999999,0.8400000000000001,0.2162
Tunisia,Middle East and North Africa,4.743538461538462,9.245307692307692,0.6921153846153847,66.15084615384616,0.6259230769230769,-0.19084615384615383,0.838923076923077,0.5632307692307692,0.3346153846153846
Turkey,Middle East and North Africa,5.2204375,10.0708125,0.8013125,65.3024375,0.547625,-0.159375,0.7684375,0.5393125,0.366
Turkmenistan,Commonwealth of Independent States,5.551909090909091,9.422545454545455,0.9395454545454546,61.13172727272727,0.7877272727272726,0.0669090909090909,0.888,0.6278181818181818,0.19586363636363638
Uganda,Sub-Saharan Africa,4.3248750000000005,7.5805,0.8083125,52.5688125,0.7294375,0.0525,0.84575,0.678,0.3275
Ukraine,Commonwealth of Independent States,4.7741875,9.4105,0.8750625,63.075125,0.5758125,-0.115,0.9320625,0.6005625,0.22325
United Arab Emirates,Middle East and North Africa,6.783357142857143,11.061499999999999,0.8607142857142858,66.69521428571429,0.9175000000000001,0.08514285714285715,0.354,0.7697857142857144,0.26557142857142857
United Kingdom,Western Europe,6.92675,10.689625,0.944625,71.57,0.8518749999999999,0.30775,0.47975,0.8046875,0.22375
United States,North America and ANZ,7.0815,10.96025,0.9205,68.425,0.8429375,0.1823125,0.6889375,0.8275625,0.2616875
Uruguay,Latin America and Caribbean,6.2724375,9.8465625,0.9036875,68.425,0.866,-0.0868125,0.58325,0.8219375,0.2618125
Uzbekistan,Commonwealth of Independent States,5.819285714285714,8.603214285714285,0.9275714285714286,63.841071428571425,0.9392857142857143,0.10828571428571429,0.5149285714285714,0.7899285714285714,0.15742857142857145
Venezuela,Latin America and Caribbean,5.949375,9.46625,0.9070625,66.005,0.6631875,-0.16568750000000002,0.7971874999999999,0.802875,0.258375
Vietnam,Southeast Asia,5.312866666666666,8.676466666666666,0.8313333333333334,67.00226666666667,0.8881,-0.005366666666666668,0.7866,0.648,0.20653333333333332
Yemen,Middle East and North Africa,3.8926923076923075,8.079461538461539,0.746923076923077,55.04015384615384,0.6208461538461538,-0.131,0.8204230769230769,0.5300769230769231,0.29330769230769227
Zambia,Sub-Saharan Africa,4.5198,8.072066666666666,0.7357333333333334,51.980599999999995,0.7584666666666667,0.016533333333333334,0.8284666666666667,0.7202333333333333,0.2959
Zimbabwe,Sub-Saharan Africa,3.8365,7.856125,0.7963125,50.6063125,0.5935,-0.08075,0.84275,0.7175625,0.224
