Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Regional indicator_Central and Eastern Europe,Regional indicator_Commonwealth of Independent States,Regional indicator_East Asia,Regional indicator_Latin America and Caribbean,Regional indicator_Middle East and North Africa,Regional indicator_North America and ANZ,Regional indicator_South Asia,Regional indicator_Southeast Asia,Regional indicator_Sub-Saharan Africa,Regional indicator_Western Europe
9.996,0.692,64.64,0.446,-0.242,0.649,0.621,0.38,False,False,False,False,True,False,False,False,False,False
8.564,0.679,50.1,0.736,-0.017,0.799,0.674,0.425,False,False,False,False,False,False,False,False,True,False
10.893,0.886,72.5,0.885,0.057,0.462,0.751,0.226,False,False,False,False,False,False,False,False,False,True
10.306,0.908,65.3,0.508,-0.263,0.956,0.619,0.287,True,False,False,False,False,False,False,False,False,False
9.605,0.819,66.52,0.461,-0.13,0.952,0.514,0.371,True,False,False,False,False,False,False,False,False,False
10.041,0.753,66.08,0.754,-0.1,0.958,0.654,0.331,True,False,False,False,False,False,False,False,False,False
9.036,0.848,59.7,0.817,-0.138,0.822,0.735,0.346,False,False,False,False,True,False,False,False,False,False
8.541,0.779,59.302,0.876,0.509,0.66,0.8,0.282,False,False,False,False,False,False,False,True,False,False
10.576,0.837,73.898,0.797,0.012,0.614,0.48,0.262,False,False,False,False,False,False,False,False,False,True
6.888,0.677,46.36,0.75,0.076,0.755,0.755,0.179,False,False,False,False,False,False,False,False,True,False
8.876,0.84,67.7,0.8915,-0.0165,0.789,0.665,0.206,False,False,False,False,False,False,False,True,False,False
8.562,0.795,59.8,0.828,0.063,0.841,0.832,0.341,False,False,False,False,False,False,False,True,False,False
9.756,0.859,56.02,0.791,-0.105,0.743,0.674,0.245,False,False,False,False,False,False,False,False,True,False
8.131,0.761,52.32,0.77,-0.104,0.732,0.735,0.308,False,False,False,False,False,False,False,False,True,False
10.144,0.881,65.64,0.671,-0.043,0.804,0.652,0.226,True,False,False,False,False,False,False,False,False,False
11.634,0.905,72.6,0.903,0.044,0.33,0.766,0.184,False,False,False,False,False,False,False,False,False,True
10.335,0.929,65.5,0.641,-0.254,0.924,0.595,0.276,True,False,False,False,False,False,False,False,False,False
8.501,0.67,53.94,0.593,-0.018,0.841,0.732,0.176,False,False,False,False,False,False,False,False,True,False
8.035,0.759,48.3,0.792,0.002,0.875,0.606,0.274,False,False,False,False,False,False,False,False,True,False
9.225,0.809,61.5,0.779,0.471,0.946,0.876,0.274,False,False,False,False,False,False,False,True,False,False
10.189,0.903,64.703,0.718,-0.111,0.845,0.636,0.174,False,True,False,False,False,False,False,False,False,False
10.798,0.87,69.37,0.693,0.092,0.866,0.849,0.108,False,False,True,False,False,False,False,False,False,False
9.564,0.89,66.8,0.791,-0.1,0.843,0.839,0.292,False,False,False,True,False,False,False,False,False,False
7.058,0.582,53.0,0.684,-0.03,0.778,0.731,0.427,False,False,False,False,False,False,False,False,True,False
6.635,0.485,53.4,0.646,-0.024,0.599,0.666,0.363,False,False,False,False,False,False,False,False,True,False
10.655,0.838,73.8,0.709,-0.082,0.866,0.631,0.328,False,False,False,False,False,False,False,False,False,True
8.915,0.803,62.02,0.846,-0.067,0.812,0.759,0.41,False,False,False,True,False,False,False,False,False,False
8.928,0.848,63.813,0.381,0.144,0.894,0.655,0.237,True,False,False,False,False,False,False,False,False,False
10.244,0.924,67.76,0.635,-0.126,0.914,0.703,0.267,True,False,False,False,False,False,False,False,False,False
7.423,0.567,36.86,0.413,0.243,0.682,0.625,0.245,False,False,False,True,False,False,False,False,False,False
8.072,0.744,59.2,0.687,-0.044,0.825,0.746,0.291,False,False,False,False,False,False,False,False,True,False
8.161,0.831,56.62,0.628,0.066,0.911,0.707,0.194,False,False,False,False,False,False,False,False,True,False
7.642,0.751,48.4,0.749,-0.028,0.811,0.797,0.162,False,False,False,False,False,False,False,False,True,False
10.779,0.867,64.8,0.56,-0.12,0.5065,0.715,0.225,False,False,False,False,True,False,False,False,False,False
7.6,0.869,45.58,0.681,0.034,0.786,0.57,0.334,False,False,False,False,False,False,False,False,True,False
10.847,0.857,76.82,0.89,0.332,0.256,0.71,0.183,False,False,True,False,False,False,False,False,False,False
7.306,0.509,53.9,0.73,-0.007,0.815,0.604,0.483,False,False,False,False,False,False,False,False,True,False
10.88,0.954,70.08,0.97,0.272,0.248,0.757,0.163,False,False,False,False,False,False,False,False,False,True
8.398,0.877,64.14,0.745,0.01,0.844,0.779,0.294,False,False,False,True,False,False,False,False,False,False
8.4,0.905,62.76,0.962,0.013,0.61,0.736,0.159,False,True,False,False,False,False,False,False,False,False
11.228,0.919,63.96,0.769,-0.236,0.328,0.846,0.182,False,False,False,False,True,False,False,False,False,False
10.671,0.913,72.84,0.568,-0.018,0.933,0.658,0.266,False,False,False,False,False,False,False,False,False,True
7.588,0.517,60.5,0.908,0.051,0.214,0.762,0.358,False,False,False,False,False,False,False,False,True,False
10.884,0.955,71.8,0.884,0.331,0.558,0.814,0.245,False,False,False,False,False,False,False,False,False,True
9.241,0.805,62.58,0.623,-0.113,0.925,0.583,0.26,False,True,False,False,False,False,False,False,False,False
9.583,0.899,68.4,0.74,0.138,0.916,0.644,0.325,True,False,False,False,False,False,False,False,False,False
6.881,0.726,47.12,0.584,-0.056,0.748,0.706,0.158,False,False,False,False,False,False,False,False,True,False
10.072,0.776,68.1,0.542,-0.242,0.924,0.622,0.271,True,False,False,False,False,False,False,False,False,False
10.664,0.935,71.46,0.889,0.371,0.425,0.844,0.184,False,False,False,False,False,False,False,False,False,True
9.167,0.708,61.4,0.7,-0.021,0.849,0.644,0.532,False,False,False,False,True,False,False,False,False,False
9.262,0.792,61.7,0.83,0.5,0.89,0.833,0.342,False,False,False,False,False,False,False,True,False,False
7.973,0.837,61.3,0.839,0.168,0.817,0.627,0.37,False,False,False,False,False,False,True,False,False,False
9.353,0.885,64.0,0.503,0.011,0.891,0.589,0.22,False,True,False,False,False,False,False,False,False,False
8.551,0.644,50.114,0.741,-0.016,0.794,0.682,0.347,False,False,False,False,False,False,False,False,True,False
11.307,0.904,75.02,0.822,-0.149,0.099,0.483,0.144,False,False,False,False,False,False,False,True,False,False
7.903,0.718,54.06,0.698,-0.002,0.827,0.714,0.199,False,False,False,False,False,False,False,False,True,False
9.637,0.893,64.9,0.856,-0.065,0.755,0.714,0.295,False,False,False,True,False,False,False,False,False,False
10.299,0.794,72.4,0.564,-0.335,0.86,0.666,0.255,False,False,False,False,False,False,False,False,False,True
7.665,0.701,61.52,0.816,0.018,0.723,0.606,0.16,False,True,False,False,False,False,False,False,False,False
10.546,0.941,71.1,0.942,-0.119,0.839,0.644,0.275,True,False,False,False,False,False,False,False,False,False
8.175,0.72,54.3,0.675,0.049,0.837,0.63,0.386,False,False,False,False,False,False,False,False,True,False
7.725,0.484,52.56,0.578,0.061,0.823,0.621,0.273,False,False,False,False,False,False,True,False,False,False
8.434,0.866,64.48,0.836,0.14,0.826,0.81,0.287,False,False,False,True,False,False,False,False,False,False
10.977,0.904,68.6,0.849,0.219,0.698,0.814,0.275,False,False,False,False,False,True,False,False,False,False
10.153,0.931,65.0,0.538,-0.161,0.895,0.701,0.23,True,False,False,False,False,False,False,False,False,False
11.081,0.946,74.7,0.917,-0.064,0.28,0.769,0.193,False,False,False,False,False,False,False,False,False,True
8.85,0.813,61.4,0.902,-0.015,0.787,0.813,0.334,False,False,False,False,False,False,False,True,False,False
10.738,0.922,72.36,0.951,0.253,0.433,0.881,0.248,False,False,False,False,False,True,False,False,False,False
10.361,0.908,71.6,0.802,0.287,0.6725000000000001,0.697,0.375,False,False,False,False,False,False,False,False,False,True
9.575,0.887,65.8,0.854,-0.214,0.457,0.643,0.164,False,True,False,False,False,False,False,False,False,False
9.095,0.845,62.0,0.91,-0.083,0.748,0.781,0.341,False,False,False,False,False,False,False,True,False,False
10.632,0.878,75.1,0.806,-0.255,0.617,0.743,0.194,False,False,True,False,False,False,False,False,False,False
7.391,0.708,53.28,0.59,-0.03,0.869,0.543,0.443,False,False,False,False,False,False,False,False,True,False
7.688,0.805,56.1,0.704,0.139,0.826,0.693,0.385,False,False,False,False,False,False,False,False,True,False
8.335,0.888,65.86,0.886,0.015,0.789,0.682,0.204,False,False,False,False,False,False,False,True,False,False
10.651,0.799,73.9,0.672,-0.083,0.727,0.661,0.233,False,False,True,False,False,False,False,False,False,False
10.751,0.943,72.5,0.854,0.271,0.485,0.775,0.251,False,False,False,False,False,False,False,False,False,True
9.042,0.829,65.8,0.758,-0.172,0.778,0.849,0.268,False,False,False,True,False,False,False,False,False,False
9.476,0.638,68.4,0.75,-0.029,0.876,0.669,0.334,True,False,False,False,False,False,False,False,False,False
10.129,0.883,61.42,0.626,-0.279,0.935,0.601,0.165,False,True,False,False,False,False,False,False,False,False
9.116,0.544,64.88,0.495,-0.233,0.535,0.492,0.242,False,True,False,False,False,False,False,False,False,False
8.394,0.856,66.02,0.918,0.089,0.754,0.588,0.206,False,False,False,False,False,False,False,True,False,False
9.701,0.922,65.58,0.678,-0.225,0.776,0.802,0.224,False,False,False,True,False,False,False,False,False,False
9.489,0.757,66.6,0.6,0.2,0.71,0.582,0.47,False,False,False,False,True,False,False,False,False,False
10.183,0.916,63.5,0.859,0.015,0.911,0.846,0.248,False,False,False,True,False,False,False,False,False,False
7.403,0.727,48.18,0.612,-0.101,0.887,0.523,0.304,False,False,False,False,False,False,False,False,True,False
7.554,0.724,60.64,0.702,-0.088,0.768,0.566,0.195,False,True,False,False,False,False,False,False,False,False
10.954,0.958,72.7,0.963,0.02,0.174,0.862,0.181,False,False,False,False,False,False,False,False,False,True
10.091,0.795,65.12,0.541,-0.229,0.698,0.635,0.392,False,False,False,False,True,False,False,False,False,False
10.806,0.917,71.48,0.91,0.146,0.289,0.796,0.177,False,False,False,False,False,False,False,False,False,True
10.166,0.851,65.6,0.653,-0.016,0.806,0.46,0.382,False,False,False,False,True,False,False,False,False,False
9.406,0.94,65.3,0.854,-0.071,0.756,0.925,0.197,False,False,False,True,False,False,False,False,False,False
10.368,0.864,70.8,0.721,-0.106,0.948,0.742,0.265,False,False,False,False,False,False,False,False,False,True
10.382,0.712,65.5,0.916,0.025,0.636,0.565,0.295,False,False,False,False,True,False,False,False,False,False
10.36,0.905,69.84,0.882,-0.179,0.88,0.709,0.333,False,False,False,False,False,False,False,False,False,True
7.964,0.577,52.54,0.783,-0.085,0.856,0.702,0.216,False,False,False,False,False,False,False,False,True,False
8.943,0.675,60.12,0.596,0.164,0.968,0.774,0.239,False,False,False,False,False,False,False,True,False,False
8.607,0.963,63.8,0.95,-0.034,0.434,0.749,0.13,False,True,False,False,False,False,False,False,False,False
7.931,0.769,47.3,0.757,-0.145,0.797,0.746,0.255,False,False,False,False,False,False,False,False,True,False
8.481,0.75,54.82,0.567,0.052,0.747,0.762,0.175,False,False,False,False,False,False,False,False,True,False
8.364,0.718,44.64,0.635,0.136,0.918,0.826,0.141,False,False,False,False,False,False,False,False,True,False
9.621,0.736,56.16,0.566,-0.195,0.81,0.47,0.266,False,False,False,False,False,False,False,False,True,False
9.693,0.832,66.2,0.512,-0.134,0.815,0.579,0.34,True,False,False,False,False,False,False,False,False,False
10.75,0.893,69.37,0.814,0.002,0.718,0.86,0.093,False,False,True,False,False,False,False,False,False,False
9.942,0.938,66.82,0.733,-0.157,0.852,0.825,0.328,False,False,False,True,False,False,False,False,False,False
10.633,0.955,73.0,0.942,0.294,0.222,0.817,0.172,False,False,False,False,False,True,False,False,False,False
9.838,0.733,65.28,0.657,0.006,0.911,0.578,0.32,False,False,False,False,True,False,False,False,False,False
10.568,0.768,72.7,0.616,-0.036,0.841,0.65,0.244,False,False,True,False,False,False,False,False,False,False
10.007,0.924,66.8,0.724,-0.176,0.952,0.639,0.189,True,False,False,False,False,False,False,False,False,False
7.498,0.714,46.06,0.488,-0.045,0.882,0.462,0.314,False,False,False,False,False,False,False,False,True,False
10.291,0.943,68.0,0.587,-0.128,0.928,0.714,0.269,True,False,False,False,False,False,False,False,False,False
10.771,0.868,66.3,0.855,-0.192,0.5065,0.764,0.288,False,False,False,False,True,False,False,False,False,False
9.579,0.726,66.2,0.463,-0.17,0.965,0.532,0.415,True,False,False,False,False,False,False,False,False,False
9.906,0.795,64.4,0.515,-0.187,0.811,0.652,0.327,False,False,False,False,True,False,False,False,False,False
10.703,0.928,71.9,0.802,-0.06,0.944,0.679,0.295,False,False,False,False,False,False,False,False,False,True
9.236,0.829,66.44,0.64,-0.094,0.801,0.843,0.283,False,False,False,True,False,False,False,False,False,False
10.531,0.956,73.5,0.732,-0.072,0.822,0.732,0.285,False,False,False,False,False,False,False,False,False,True
8.176,0.695,51.9,0.767,-0.028,0.844,0.632,0.377,False,False,False,False,False,False,False,False,True,False
7.457,0.734,45.1,0.505,0.025,0.858,0.545,0.287,False,False,False,False,False,False,False,False,True,False
11.553,0.857,67.02,0.905,0.012,0.184,0.761,0.328,False,False,False,False,True,False,False,False,False,False
7.926,0.79,48.7,0.716,-0.131,0.915,0.735,0.273,False,False,False,False,False,False,False,False,True,False
10.182,0.881,62.26,0.661,-0.289,0.934,0.68,0.18,False,True,False,False,False,False,False,False,False,False
10.67,0.932,72.2,0.927,0.179,0.595,0.721,0.296,False,False,False,False,False,False,False,False,False,True
9.522,0.831,66.8,0.786,-0.053,0.729,0.692,0.389,False,False,False,True,False,False,False,False,False,False
7.666,0.828,42.86,0.456,-0.082,0.946,0.661,0.265,False,False,False,False,False,False,False,False,True,False
8.039,0.816,62.4,0.845,0.134,0.77,0.571,0.376,False,False,False,False,False,False,True,False,False,False
7.239,0.486,53.04,0.752,0.017,0.286,0.643,0.221,False,False,False,False,False,False,False,False,True,False
9.049,0.83,66.02,0.799,0.306,0.69,0.77,0.172,False,False,False,False,False,False,True,False,False,False
10.149,0.911,63.5,0.714,-0.181,0.925,0.636,0.142,False,True,False,False,False,False,False,False,False,False
10.611,0.884,75.1,0.796,-0.258,0.638,0.76,0.185,False,False,True,False,False,False,False,False,False,False
9.885,0.881,68.3,0.626,-0.083,0.756,0.519,0.35,True,False,False,False,False,False,False,False,False,False
10.27,0.91,64.86,0.749,-0.264,0.797,0.655,0.215,True,False,False,False,False,False,False,False,False,False
7.611,0.821,53.68,0.834,0.009,0.898,0.681,0.397,False,False,False,False,False,False,False,False,True,False
7.603,0.542,50.44,0.646,0.001,0.794,0.677,0.285,False,False,False,False,False,False,False,False,True,False
8.495,0.763,55.14,0.487,-0.021,0.707,0.782,0.164,False,False,False,False,False,False,False,False,True,False
10.764,0.84,66.0,0.814,-0.131,0.5065,0.775,0.306,False,False,False,False,True,False,False,False,False,False
9.182,0.805,63.813,0.561,0.181,0.851,0.753,0.18,True,False,False,False,False,False,False,False,False,False
9.968,0.914,68.9,0.898,-0.091,0.627,0.836,0.28,False,False,False,True,False,False,False,False,False,False
10.087,0.909,61.0,0.613,-0.296,0.937,0.589,0.171,False,True,False,False,False,False,False,False,False,False
9.388,0.878,63.52,0.863,-0.053,0.806,0.785,0.28,False,False,False,True,False,False,False,False,False,False
6.945,0.555,56.9,0.848,0.025,0.735,0.609,0.312,False,False,False,False,False,False,False,False,True,False
9.765,0.877,67.0,0.923,0.212,0.884,0.816,0.232,False,False,False,False,False,False,False,True,False,False
10.824,0.939,70.24,0.949,0.264,0.206,0.749,0.234,False,False,False,False,False,False,False,False,False,True
9.021,0.816,65.94,0.834,0.163,0.861,0.79,0.153,False,False,False,False,False,False,True,False,False,False
9.384,0.856,67.6,0.801,-0.114,0.666,0.851,0.323,False,False,False,True,False,False,False,False,False,False
9.105,0.826,61.94,0.602,-0.05,0.955,0.568,0.314,False,True,False,False,False,False,False,False,False,False
7.362,0.569,54.914,0.619,0.032,0.772,0.599,0.426,False,False,False,False,False,False,False,False,True,False
8.898,0.704,59.98,0.603,0.311,0.96,0.812,0.242,False,False,False,False,False,False,False,True,False,False
10.047,0.917,67.1,0.821,0.073,0.898,0.69,0.246,True,False,False,False,False,False,False,False,False,False
9.715,0.832,65.1,0.566,-0.138,0.976,0.594,0.226,True,False,False,False,False,False,False,False,False,False
9.578,0.912,66.0,0.807,-0.1,0.781,0.763,0.302,False,False,False,True,False,False,False,False,False,False
7.752,0.755,52.2,0.67,-0.038,0.846,0.712,0.358,False,False,False,False,False,False,False,False,True,False
8.968,0.804,60.76,0.696,-0.186,0.93,0.571,0.306,False,True,False,False,False,False,False,False,False,False
7.924,0.528,60.28,0.631,-0.075,0.776,0.67,0.223,False,False,False,False,False,False,True,False,False,False
10.358,0.943,68.0,0.755,-0.186,0.876,0.6755,0.239,True,False,False,False,False,False,False,False,False,False
7.711,0.823,59.5,0.769,0.188,0.784,0.669,0.252,False,False,False,False,False,False,False,False,True,False
8.445,0.676,55.24,0.794,-0.065,0.88,0.691,0.211,False,False,False,False,False,False,False,False,True,False
9.317,0.918,64.7,0.788,-0.046,0.705,0.643,0.343,False,False,False,False,True,False,False,False,False,False
9.777,0.863,67.74,0.503,0.097,0.768,0.587,0.368,True,False,False,False,False,False,False,False,False,False
10.783,0.962,71.9,0.938,-0.127,0.199,0.782,0.182,False,False,False,False,False,False,False,False,False,True
7.578,0.832,57.122,0.602,-0.147,0.8,0.525,0.29,False,False,False,False,True,False,False,False,False,False
10.986,0.897,68.5,0.758,0.144,0.739,0.806,0.264,False,False,False,False,False,True,False,False,False,False
10.097,0.89,69.9,0.789,-0.06,0.816,0.833,0.276,False,False,False,True,False,False,False,False,False,False
8.746,0.6014999999999999,63.5,0.663,-0.162,0.9,0.661,0.262,False,False,False,False,True,False,False,False,False,False
10.809,0.967,72.84,0.923,0.306,0.713,0.87,0.156,False,False,False,False,False,False,False,False,False,True
9.453,0.907,52.42,0.59,-0.163,0.838,0.761,0.178,False,False,False,False,False,False,False,False,True,False
7.384,0.657,47.6,0.681,0.106,0.863,0.584,0.456,False,False,False,False,False,False,False,False,True,False
7.619,0.567,50.66,0.693,0.091,0.815,0.6,0.348,False,False,False,False,False,False,False,False,True,False
9.569,0.687,63.4,0.501,-0.123,0.858,0.527,0.272,False,True,False,False,False,False,False,False,False,False
7.708,0.489,61.7,0.869,0.064,0.168,0.736,0.418,False,False,False,False,False,False,False,False,True,False
8.12,0.774,64.233,0.782,0.152,0.727,0.628,0.255,False,False,False,False,False,False,True,False,False,False
10.325,0.862,71.6,0.847,-0.126,0.941,0.705,0.358,False,False,False,False,False,False,False,False,False,True
10.819,0.929,71.6,0.866,-0.056,0.497,0.765,0.26,False,False,False,False,False,False,False,False,False,True
10.835,0.938,71.22,0.899,0.088,0.474,0.785,0.188,False,False,False,False,False,False,False,False,False,True
7.196,0.594,49.14,0.79,0.115,0.776,0.613,0.435,False,False,False,False,False,False,False,False,True,False
8.334,0.711,47.4,0.781,-0.08,0.671,0.647,0.291,False,False,False,False,False,False,False,False,True,False
8.065,0.743,49.1,0.766,-0.032,0.898,0.618,0.284,False,False,False,False,False,False,False,False,True,False
9.245,0.619,60.64,0.578,-0.126,0.749,0.543,0.327,False,False,False,False,True,False,False,False,False,False
7.407,0.694,48.46,0.449,0.401,0.854,0.613,0.332,False,False,False,True,False,False,False,False,False,False
9.824,0.903,67.4,0.898,0.309,0.877,0.843,0.208,False,False,False,False,False,False,False,True,False,False
10.03,0.892,61.24,0.84,-0.171,0.877,0.74,0.184,False,True,False,False,False,False,False,False,False,False
10.861,0.977,72.32,0.885,0.272,0.708,0.88,0.153,False,False,False,False,False,False,False,False,False,True
10.067,0.918,68.02,0.745,-0.164,0.854,0.857,0.238,False,False,False,True,False,False,False,False,False,False
7.926,0.823,57.48,0.636,-0.052,0.837,0.68,0.165,False,False,False,False,False,False,False,False,True,False
10.754,0.938,70.64,0.936,0.101,0.32,0.773,0.205,False,False,False,False,False,False,False,False,False,True
8.485,0.826,62.25,0.653,-0.163,0.821,0.5934999999999999,0.394,False,False,False,False,True,False,False,False,False,False
9.244,0.769,60.0,0.486,-0.076,0.826,0.567,0.276,False,False,False,False,True,False,False,False,False,False
10.563,0.89,74.0,0.718,-0.15,0.844,0.67,0.311,False,False,False,False,False,False,False,False,False,True
10.091,0.796,67.9,0.564,-0.237,0.973,0.607,0.259,True,False,False,False,False,False,False,False,False,False
8.428,0.69,58.1,0.713,0.045,0.714,0.586,0.308,False,False,False,False,False,False,True,False,False,False
11.523,0.838,67.34,0.924,0.162,0.184,0.766,0.322,False,False,False,False,True,False,False,False,False,False
11.085,0.844,67.333,0.932,0.074,0.589,0.768,0.2794999999999999,False,False,False,False,True,False,False,False,False,False
9.066,0.827,63.6,0.863,-0.093,0.786,0.742,0.387,False,False,False,True,False,False,False,False,False,False
10.509,0.928,70.8,0.921,-0.025,0.829,0.615,0.286,True,False,False,False,False,False,False,False,False,False
9.382,0.858,64.3,0.599,-0.002,0.937,0.597,0.235,False,True,False,False,False,False,False,False,False,False
8.626,0.775,66.82,0.856,-0.11,0.815,0.615,0.221,False,False,False,False,False,False,False,True,False,False
6.742,0.6,46.26,0.91,0.202,0.691,0.727,0.176,False,False,False,False,False,False,False,False,True,False
7.66,0.74,55.7,0.729,0.079,0.856,0.685,0.39,False,False,False,False,False,False,False,False,True,False
9.702,0.808,69.9,0.891,-0.103,0.755,0.789,0.245,False,False,True,False,False,False,False,False,False,False
9.726,0.704,67.42,0.462,-0.192,0.755,0.574,0.379,True,False,False,False,False,False,False,False,False,False
9.651,0.982,62.6,0.892,0.285,0.888,0.51,0.183,False,True,False,False,False,False,False,False,False,False
10.213,0.926,67.28,0.62,-0.028,0.907,0.656,0.302,True,False,False,False,False,False,False,False,False,False
9.979,0.933,69.1,0.903,-0.095,0.599,0.889,0.222,False,False,False,True,False,False,False,False,False,False
10.734,0.935,70.4,0.916,0.091,0.413,0.832,0.202,False,False,False,False,False,False,False,False,False,True
8.634,0.798,60.2,0.861,0.083,0.817,0.805,0.384,False,False,False,False,False,False,False,True,False,False
9.307,0.739,65.84,0.506,-0.218,0.92,0.581,0.404,False,True,False,False,False,False,False,False,False,False
10.75,0.817,69.37,0.69,0.002,0.841,0.846,0.124,False,False,True,False,False,False,False,False,False,False
7.764,0.79,56.0,0.759,0.149,0.906,0.619,0.192,False,False,False,False,False,False,False,False,True,False
8.756,0.945,64.5,0.984,0.208,0.517,0.842,0.147,False,True,False,False,False,False,False,False,False,False
9.616,0.807,59.2,0.652,-0.228,0.868,0.634,0.446,False,False,False,False,False,False,False,False,True,False
10.429,0.926,66.7,0.749,-0.174,0.79,0.608,0.195,True,False,False,False,False,False,False,False,False,False
9.152,0.751,59.36,0.347,-0.07,0.78,0.488,0.557,False,False,False,False,True,False,False,False,False,False
8.554,0.796,59.6,0.825,0.47,0.647,0.8,0.289,False,False,False,False,False,False,False,True,False,False
9.438,0.897,63.1,0.569,-0.216,0.937,0.643,0.225,False,True,False,False,False,False,False,False,False,False
8.727,0.576,62.32,0.53,0.131,0.741,0.599,0.496,False,False,False,False,True,False,False,False,False,False
9.458,0.883,64.9,0.715,-0.081,0.885,0.634,0.201,False,True,False,False,False,False,False,False,False,False
9.1235,0.557,51.0,0.456,-0.147,0.761,0.586,0.517,False,False,False,False,True,False,False,False,False,False
10.494,0.775,71.92,0.618,-0.052,0.844,0.664,0.206,False,False,True,False,False,False,False,False,False,False
9.025,0.794,65.5,0.8,-0.185,0.797,0.761,0.346,False,False,False,True,False,False,False,False,False,False
10.792,0.934,73.4,0.945,0.163,0.362,0.863,0.218,False,False,False,False,False,True,False,False,False,False
10.445,0.77,73.1,0.628,0.114,0.893,0.747,0.383,False,False,False,False,False,False,False,False,False,True
10.238,0.876,66.4,0.644,-0.237,0.671,0.45,0.313,False,False,False,False,True,False,False,False,False,False
6.966,0.67,52.9,0.704,0.068,0.809,0.551,0.404,False,False,False,False,False,False,False,False,True,False
10.844,0.93,72.0,0.808,-0.125,0.63,0.75,0.25,False,False,False,False,False,False,False,False,False,True
9.002,0.851,61.8,0.926,-0.141,0.711,0.769,0.341,False,False,False,False,False,False,False,True,False,False
10.666,0.939,73.4,0.912,0.157,0.234,0.816,0.191,False,False,False,False,False,True,False,False,False,False
9.065,0.77,50.833,0.647,-0.185,0.708,0.821,0.252,False,False,False,False,False,False,False,False,True,False
10.775,0.954,72.0,0.949,-0.098,0.186,0.773,0.191,False,False,False,False,False,False,False,False,False,True
10.162,0.887,65.1,0.714,-0.071,0.823,0.645,0.19,False,True,False,False,False,False,False,False,False,False
7.419,0.845,47.46,0.708,-0.001,0.881,0.708,0.228,False,False,False,False,False,False,False,False,True,False
9.622,0.827,62.3,0.771,-0.087,0.667,0.705,0.381,False,False,False,False,True,False,False,False,False,False
7.471,0.813,48.44,0.578,-0.055,0.848,0.641,0.24,False,False,False,False,False,False,False,False,True,False
10.447,0.816,71.4,0.677,-0.033,0.752,0.662,0.13,False,False,True,False,False,False,False,False,False,False
8.036,0.663,63.8,0.832,0.124,0.718,0.603,0.278,False,True,False,False,False,False,False,False,False,False
7.223,0.619,49.96,0.724,-0.035,0.84,0.585,0.261,False,False,False,False,False,False,False,False,True,False
9.305,0.809,66.4,0.834,0.268,0.842,0.86,0.208,False,False,False,False,False,False,True,False,False,False
10.414,0.744,72.82,0.656,0.102,0.867,0.748,0.42,False,False,False,False,False,False,False,False,False,True
10.75,0.896,69.37,0.741,0.002,0.736,0.848,0.093,False,False,True,False,False,False,False,False,False,False
10.528,0.944,71.6,0.893,0.298,0.334,0.854,0.232,False,False,False,False,False,True,False,False,False,False
10.661,0.783,73.9,0.706,-0.055,0.718,0.684,0.236,False,False,True,False,False,False,False,False,False,False
10.546,0.738,72.44,0.623,-0.043,0.834,0.653,0.283,False,False,True,False,False,False,False,False,False,False
9.434,0.83,67.8,0.827,-0.154,0.895,0.789,0.394,False,False,False,True,False,False,False,False,False,False
10.164,0.912,67.78,0.776,-0.137,0.916,0.784,0.242,True,False,False,False,False,False,False,False,False,False
10.046,0.93,63.14,0.567,-0.295,0.967,0.621,0.254,True,False,False,False,False,False,False,False,False,False
6.918,0.607,47.88,0.649,-0.055,0.749,0.65,0.194,False,False,False,False,False,False,False,False,True,False
10.563,0.949,71.4,0.945,-0.102,0.785,0.679,0.228,True,False,False,False,False,False,False,False,False,False
10.823,0.906,72.199,0.783,-0.153,0.646,0.7975000000000001,0.241,False,False,False,False,False,False,False,False,False,True
7.967,0.549,60.7,0.659,-0.016,0.774,0.629,0.292,False,False,False,False,False,False,True,False,False,False
9.688,0.822,69.6,0.927,-0.173,0.755,0.891,0.147,False,False,True,False,False,False,False,False,False,False
8.548,0.691,56.3,0.882,0.459,0.587,0.9,0.225,False,False,False,False,False,False,False,True,False,False
7.417,0.679,40.38,0.465,0.261,0.812,0.608,0.256,False,False,False,True,False,False,False,False,False,False
10.257,0.832,71.74,0.369,-0.288,0.93,0.695,0.385,False,False,False,False,False,False,False,False,False,True
9.313,0.955,65.4,0.838,-0.169,0.72,0.819,0.233,False,False,False,True,False,False,False,False,False,False
10.669,0.908,72.8,0.878,-0.125,0.699,0.8,0.205,False,False,False,False,False,False,False,False,False,True
8.953,0.821,62.36,0.881,0.018,0.832,0.809,0.398,False,False,False,True,False,False,False,False,False,False
10.738,0.939,71.84,0.926,0.262,0.37,0.89,0.202,False,False,False,False,False,True,False,False,False,False
7.846,0.865,48.12,0.633,-0.088,0.83,0.781,0.211,False,False,False,False,False,False,False,False,True,False
10.097,0.901,65.4,0.464,-0.125,0.915,0.664,0.228,True,False,False,False,False,False,False,False,False,False
9.003,0.823,63.9,0.869,0.051,0.822,0.851,0.311,False,False,False,True,False,False,False,False,False,False
10.878,0.892,71.9,0.841,0.145,0.414,0.737,0.196,False,False,False,False,False,False,False,False,False,True
9.997,0.905,60.72,0.878,-0.235,0.802,0.695,0.154,False,True,False,False,False,False,False,False,False,False
